시설명,카테고리,시군구,위도,경도
신중앙약국,동물약국,군포시,37.3460436,126.943871
신진약국,동물약국,광명시,37.47408605,126.870198
신진약국,동물약국,군포시,37.35887824,126.9327
신천그랜드약국,동물약국,시흥시,37.4443413,126.789462
신천동물병원,동물병원,시흥시,37.44061177,126.787116
신천중앙약국,동물약국,시흥시,37.44086817,126.784963
신천지약국,동물약국,김포시,37.71963143,126.633404
신천지약국,동물약국,수원시,37.27862028,127.003254
신천프라자약국,동물약국,시흥시,37.44112925,126.784349
신촌동물병원,동물병원,의정부시,37.74829373,127.042503
신태평양약국,동물약국,안산시,37.3287733,126.801258
신통약국,동물약국,수원시,37.28598041,127.015687
신통한약국,동물약국,남양주시,37.70462588,127.164735
신하당온누리약국,동물약국,이천시,37.26031876,127.475784
신한겨례약국,동물약국,시흥시,37.35391367,126.724
신한사랑약국,동물약국,부천시,37.4723679,126.801505
신혜성약국,동물약국,부천시,37.52005459,126.796576
신화약국,동물약국,안산시,37.28734548,126.864038
신흥365약국,동물약국,성남시,37.441324,127.146447
신흥동물병원,동물병원,성남시,37.44513857,127.144734
신흥제일약국,동물약국,성남시,37.44246658,127.150604
신흥종로약국,동물약국,성남시,37.44008975,127.144579
실버라인,미용,고양시,37.68457815,126.778658
실학박물관,박물관,남양주시,37.51599953,127.300635
심곡약국,동물약국,부천시,37.47746306,126.77484
심재훈동물병원,동물병원,평택시,37.08008855,127.055196
심쿵펫,미용,고양시,37.60271079,126.891252
십자약국,동물약국,파주시,37.86060229,126.787358
십자약국,동물약국,성남시,37.36984051,127.114147
써니도그,미용,안산시,37.32884023,126.86127
써니애프터눈 펫살롱,미용,수원시,37.29261276,127.048142
써니펫살롱,미용,광주시,37.36893823,127.168573
썬애니멀크리닉,동물병원,용인시,37.28039145,127.112993
쏘스윗 커피,카페,성남시,37.39119618,127.108938
쏭스토랑,반려동물용품,시흥시,37.44520825,126.787094
쓰담동물병원,동물병원,부천시,37.50242476,126.762359
쓰담쓰담,반려동물용품,남양주시,37.67972377,127.208441
쓰담쓰담애견샵,미용,하남시,37.56493024,127.191302
쓰담쓰담펜션,펜션,포천시,37.96530739,127.33819
쓰담약국,동물약국,구리시,37.58731144,127.139177
쓰담펫 김포운양점,반려동물용품,김포시,37.65332676,126.68475
씨엘동물병원,동물병원,안양시,37.40556997,126.971472
씨유펫,반려동물용품,광명시,37.46788646,126.851881
씨유펫,반려동물용품,시흥시,37.37734245,126.727496
씨유펫 고덕점,반려동물용품,평택시,37.02149064,127.034281
씨유펫 고양도내점,반려동물용품,고양시,37.63032674,126.872146
씨유펫 고촌점,반려동물용품,김포시,37.59928827,126.771255
씨유펫 광교호수마을점,반려동물용품,수원시,37.29310183,127.071377
씨유펫 구리교문점,반려동물용품,구리시,37.59048112,127.132691
씨유펫 군포송정지구점,반려동물용품,군포시,37.31663118,126.924237
씨유펫 다산점,반려동물용품,남양주시,37.59946256,127.16811
씨유펫 다산중앙공원점,반려동물용품,남양주시,37.61758165,127.162626
씨유펫 동탄목동점,반려동물용품,화성시,37.1808449,127.125338
씨유펫 동탄점,반려동물용품,화성시,37.19349211,127.07655
씨유펫 라베니체점,반려동물용품,김포시,37.6391777,126.679012
씨유펫 무인애완용품점 수원율전점,반려동물용품,수원시,37.29858294,126.968786
씨유펫 성남모란점,반려동물용품,성남시,37.4328283,127.128669
씨유펫 시흥센트럴푸르지오점,반려동물용품,시흥시,37.44012303,126.788655
씨유펫 시흥은행점,반려동물용품,시흥시,37.44483837,126.803151
씨유펫 안양메가점,반려동물용품,안양시,37.39407934,126.936517
씨유펫 양지점,반려동물용품,용인시,37.23467987,127.282065
씨유펫 영통청명마을점,반려동물용품,수원시,37.25685945,127.074466
씨유펫 오산궐동점,반려동물용품,오산시,37.15854882,127.053992
씨유펫 오산시청점,반려동물용품,오산시,37.14949414,127.07605
씨유펫 용인역북점,반려동물용품,용인시,37.23833171,127.193311
씨유펫 위례점,반려동물용품,성남시,37.47305134,127.141263
씨유펫 이천점,반려동물용품,이천시,37.27615063,127.452929
씨유펫 이천하이닉스점,반려동물용품,이천시,37.25277119,127.491697
씨유펫 일산가로수길점,반려동물용품,고양시,37.66606251,126.756436
씨유펫 일산점,반려동물용품,고양시,37.68293521,126.774375
씨유펫 중동점,반려동물용품,부천시,37.50207012,126.767928
씨유펫 중동점,반려동물용품,용인시,37.28442294,127.143165
씨유펫 평택이충점,반려동물용품,평택시,37.06026616,127.065935
씨유펫 평택효성해링턴점,반려동물용품,평택시,36.98869585,127.12752
씨유펫 하남 미사점,반려동물용품,하남시,37.56109452,127.190694
씨유펫 행신점,반려동물용품,고양시,37.61711677,126.842106
씨유펫 화성향남점,반려동물용품,화성시,37.11824513,126.915049
씨티팜대학약국,동물약국,수원시,37.27498957,127.044559
씻고올개,위탁관리,고양시,37.64651141,126.789483
씻기개,미용,의왕시,37.37292332,127.010154
씽크독스쿨,반려동물용품,가평군,37.69756817,127.384573
씽크라이크펫,반려동물용품,남양주시,37.62296294,127.299982
아가페약국,동물약국,수원시,37.30439047,127.017806
아기곰약국,동물약국,화성시,37.20608733,127.040282
아너스 약국,동물약국,수원시,37.29709458,127.006568
아델동물병원,동물병원,김포시,37.65312484,126.685691
아드망,미용,고양시,37.63115064,126.830555
아띠댕댕,미용,양주시,37.78788635,126.971143
아띠독,미용,화성시,37.20823874,127.061692
아띠동물병원,동물병원,김포시,37.643938,126.668382
아띠멍애견미용,미용,고양시,37.64620915,126.917593
아띠지기,반려동물용품,하남시,37.55031248,127.18335
아띠펫살롱,미용,성남시,37.3646718,127.069564
아라양돈동물병원,동물병원,이천시,37.1047327,127.548583
아란온누리약국,동물약국,하남시,37.55791103,127.188841
아람미술관,미술관,고양시,37.6614856,126.774458
아로펫,반려동물용품,하남시,37.54363036,127.200671
아롱이네펫살롱,미용,안양시,37.37813806,126.9597
아롱펫샵,미용,안산시,37.33002294,126.798855
아루몽,미용,화성시,37.20193428,127.089251
아루아,반려동물용품,화성시,37.21279295,127.094351
아르깡시엘,반려동물용품,파주시,37.71694003,126.774232
아르멍,미용,구리시,37.63381259,127.118323
아르미펫 강아지고양이 김포본점,반려동물용품,김포시,37.64800607,126.671655
아르밤펫,미용,구리시,37.60366334,127.135072
아름다운동물병원,동물병원,부천시,37.49130481,126.753208
아름다운약국,동물약국,부천시,37.51976465,126.796574
아름답개,미용,용인시,37.3342833,127.093427
아름동물병원,동물병원,성남시,37.39948115,127.122829
아름드리 스파펜션,펜션,포천시,37.86012544,127.240004
아름드리동물병원,동물병원,수원시,37.29370978,127.068603
아름드리약국,동물약국,수원시,37.26164853,127.029775
아름약국,동물약국,파주시,37.71088355,126.739144
아름약국,동물약국,남양주시,37.62340202,127.151457
아름약국,동물약국,부천시,37.50029708,126.775128
아름약국,동물약국,시흥시,37.43887754,126.782683
아름펜션,펜션,가평군,37.86469106,127.346847
아리네수제간식,반려동물용품,시흥시,37.34515159,126.782512
아리퓨어,반려동물용품,성남시,37.44071796,127.172754
아마존,동물병원,고양시,37.62466608,126.83592
아마존 애견용품할인마트,반려동물용품,구리시,37.60064391,127.129467
아마존동물병원,동물병원,구리시,37.60064391,127.129467
아마존동물병원,동물병원,화성시,37.21415865,126.975453
아마존애견미용학원,미용,구리시,37.60067843,127.128963
아마존펫,반려동물용품,광주시,37.42431673,127.258279
아마존펫 동탄점,반려동물용품,화성시,37.21491777,127.053756
아몬스,반려동물용품,김포시,37.60178926,126.591745
아무도 없개 고잔점,반려동물용품,안산시,37.31017074,126.830735
아무도없개 광교웰빙타운점,반려동물용품,수원시,37.30510865,127.046235
아무도없개 문산점,반려동물용품,파주시,37.8648596,126.781922
아무도없개 배곧점,반려동물용품,시흥시,37.36694731,126.725647
아무도없개 삼송신원점,반려동물용품,고양시,37.66513963,126.8905
아무도없개 성남신흥점,반려동물용품,성남시,37.44242267,127.144124
아무도없개 양주옥정본점,반려동물용품,양주시,37.81557799,127.09544
아무도없개 연천전곡점,반려동물용품,연천군,38.02558881,127.068372
아무도없개 오남점,반려동물용품,남양주시,37.70150661,127.190569
아무도없개 위례점,반려동물용품,성남시,37.47073283,127.141217
아무도없개 의정부호원점,반려동물용품,의정부시,37.71565525,127.047472
아무도없개 일산중산점,반려동물용품,고양시,37.6923328,126.780515
아무도없개 일산후곡점,반려동물용품,고양시,37.67632472,126.770213
아무도없개 지축역점,반려동물용품,고양시,37.64757666,126.914049
아뮤펫,반려동물용품,의정부시,37.74405102,127.099114
아미우,반려동물용품,하남시,37.56691481,127.196655
아미커스,반려동물용품,파주시,37.71177392,126.68574
아미쿠스,반려동물용품,수원시,37.25205945,127.016954
아민약국,동물약국,안양시,37.39491029,126.963711
아베크슈,카페,고양시,37.66909492,126.783895
아시아동물병원,동물병원,화성시,37.07918739,126.94215
아양콩,미용,안산시,37.30909181,126.86899
아우어펫,미용,수원시,37.29553643,126.993621
아울렛약국,동물약국,광명시,37.47524988,126.867112
아웃팅,카페,가평군,37.76527374,127.363628
아이동물병원,동물병원,이천시,37.27049242,127.455229
아이러브 동물병원,동물병원,수원시,37.30121678,127.008707
아이러브파머스,반려동물용품,용인시,37.23600413,127.319759
아이러브퍼피 본점,카페,김포시,37.65310896,126.692592
아이러브퍼피 수원광교점,카페,수원시,37.31191737,127.054793
아이러브펫동물병원,동물병원,부천시,37.50432208,126.755031
아이본약국,동물약국,평택시,36.98908478,127.111758
아이사랑약국,동물약국,화성시,37.20461482,127.072046
아이사랑해든약국,동물약국,화성시,37.20282613,127.06888
아이앤독,식당,고양시,37.68353142,126.845856
아이앤지메딕스,반려동물용품,남양주시,37.68557245,127.20375
아이앤지펫케어,반려동물용품,구리시,37.63857607,127.140374
아이원약국,동물약국,남양주시,37.62271305,127.152918
아이유랑,카페,남양주시,37.71854007,127.311493
아이튼튼 동물병원,동물병원,광명시,37.42061123,126.882492
아이펫 오포점,반려동물용품,광주시,37.35230932,127.164683
아이펫동물병원,동물병원,성남시,37.41350492,127.129564
아이편한 동물의료센터,동물병원,고양시,37.61403638,126.834476
아이해브어독,반려동물용품,안성시,37.00832276,127.164839
아인솝퍼시픽,미용,용인시,37.23689071,127.19262
아인슈페너,카페,남양주시,37.642214,127.293812
아인스 동물병원,동물병원,화성시,37.18166808,127.125869
아임버디,여행지,파주시,37.78481722,126.686662
아임펫,반려동물용품,의정부시,37.74410037,127.034444
아주대학교 도구박물관,박물관,수원시,37.28305638,127.04366
아주메디약국,동물약국,수원시,37.27720688,127.048171
아지양이,미용,광주시,37.34674023,127.345529
아지트261,펜션,남양주시,37.71520309,127.342597
아침애 약국,동물약국,하남시,37.56681503,127.190411
아침약국,동물약국,평택시,37.08169015,127.056843
아침햇살약국,동물약국,남양주시,37.64283074,127.237058
아쿠아테일,반려동물용품,여주시,37.21375156,127.542335
아크피앤씨,반려동물용품,남양주시,37.64930078,127.278571
아토냥,미용,성남시,37.43240938,127.1573
아트린뮤지움,미술관,파주시,37.77377192,126.916474
아트멍,미용,구리시,37.59458588,127.132908
아트살롱,카페,가평군,37.76201114,127.363087
아트센터 화이트블럭,미술관,파주시,37.78889328,126.699402
아페토,반려동물용품,성남시,37.44056255,127.177484
아프리카 동물병원,동물병원,성남시,37.38898906,127.122531
아프리카동물병원,동물병원,안성시,36.99317357,127.137871
아프리카예술박물관,박물관,포천시,37.77526972,127.139328
아해한국전통문화어린이박물관,박물관,과천시,37.45762016,127.029979
안나펫,반려동물용품,평택시,37.07541249,127.0551
안녕 고양이,반려동물용품,부천시,37.50544261,126.749166
안녕 댕댕아,미용,포천시,37.8402787,127.146906
안녕 모모,반려동물용품,고양시,37.68966104,126.77591
안녕강아지,카페,하남시,37.56633814,127.188499
안녕동물병원,동물병원,수원시,37.27308767,127.061263
안녕멈머야,미용,안산시,37.34166787,126.823542
안녕멍멍아,미용,고양시,37.68382544,126.768549
안녕아가,카페,고양시,37.63760409,126.787762
안녕약국,동물약국,포천시,38.09047053,127.275064
안녕약국,동물약국,화성시,37.20545808,127.014282
안데르센약국,동물약국,수원시,37.25568746,127.042585
안민 동물병원,동물병원,양주시,37.87543458,127.023767
안산동물병원,동물병원,안산시,37.33027003,126.796556
안산동물약국,동물약국,안산시,37.3419474,126.815994
안산문화예술의전당,문예회관,안산시,37.31842711,126.823107
안산백제약국,동물약국,안산시,37.32910988,126.798039
안산애견미용학원,미용,안산시,37.31768236,126.838582
안산어촌민속박물관,박물관,안산시,37.19250726,126.646121
안산펫마트,반려동물용품,안산시,37.33266147,126.808162
안산향토사박물관,박물관,안산시,37.29932569,126.847632
안산호수공원,여행지,안산시,37.29743704,126.825892
안상철미술관,미술관,양주시,37.77838492,126.957052
안성31운동기념관,박물관,안성시,37.06278466,127.175295
안성남사당전수관,여행지,안성시,37.03129806,127.309143
안성동물의료센터,동물병원,안성시,37.00822269,127.258452
안성맞춤 포시즌 애견테마파크,카페,안성시,36.96692604,127.281397
안성맞춤박물관,박물관,안성시,37.01131789,127.228356
안성맞춤아트홀,문예회관,안성시,37.00140209,127.278941
안성바른약국,동물약국,안성시,37.00617534,127.26868
안성스타약국,동물약국,안성시,36.99463341,127.14725
안성시장약국,동물약국,안성시,37.00612446,127.267671
안성종로약국,동물약국,안성시,37.00708921,127.268645
안성축협동물병원,동물병원,안성시,36.98872273,127.267905
안성팜랜드,여행지,안성시,36.99208881,127.194423
안성팜랜드 파라다이스독,카페,안성시,36.99208881,127.194423
안성행복한동물약국,동물약국,안성시,37.00724399,127.268217
안심 동물의료센터,동물병원,구리시,37.59675191,127.145621
안양동물병원,동물병원,안양시,37.40234219,126.917845
안양박물관,박물관,안양시,37.41838562,126.918315
안양본동물의료센터,동물병원,안양시,37.39550419,126.97141
안양비산동물병원,동물병원,안양시,37.39607597,126.931147
안양아트센터,문예회관,안양시,37.38458842,126.931366
안양자매약국,동물약국,안양시,37.37698468,126.957199
안양축협동물병원,동물병원,안양시,37.40468813,126.916872
안양튼튼동물약국,동물약국,안양시,37.40437709,126.95759
안양펫동물병원,동물병원,안양시,37.38473884,126.951224
안양펫애견용품할인마트,반려동물용품,안양시,37.38473884,126.951224
안양힘찬약국,동물약국,안양시,37.39798426,126.922442
안젤리미술관,미술관,용인시,37.18451155,127.231313
안중동물병원,동물병원,평택시,37.01889542,126.916225
안창선동물병원,동물병원,평택시,37.07709513,127.055542
알도그,반려동물용품,광명시,37.43738987,126.844839
알라딘펫,미용,수원시,37.24348026,127.031096
알렉스약국,동물약국,김포시,37.64613127,126.679966
알로하디디,카페,화성시,37.24956104,126.841556
알로하스낵,반려동물용품,화성시,37.24950329,126.8415
알로하퍼피,미용,의왕시,37.37992006,126.974399
알리바바와 40개의간식,반려동물용품,부천시,37.46630557,126.800928
알베로벨로,카페,남양주시,37.65786074,127.32027
알알몰,반려동물용품,부천시,37.50780454,126.750082
알파약국,동물약국,성남시,37.34964662,127.109548
알파약국,동물약국,화성시,37.11476201,126.911045
알프스동물병원,동물병원,광주시,37.39378647,127.233768
앙볼리펫살롱 동탄점,미용,화성시,37.20847918,127.108242
앙쥬레브펫 롯데백화점중동점,카페,부천시,37.50254165,126.775312
앙팡지개,반려동물용품,파주시,37.72905787,126.736129
앞서가는 21세기 약국,동물약국,용인시,37.32705008,127.112298
앞서가는21세기약국,동물약국,고양시,37.66980748,126.762965
앞선동물병원,동물병원,고양시,37.66181718,126.887817
애견나라,반려동물용품,파주시,37.76296033,126.769788
애견마을,반려동물용품,광주시,37.4344451,127.2148
애견마을,미용,수원시,37.25867289,127.042331
애견마트,미용,광주시,37.41710349,127.273729
애견마트 능평점,반려동물용품,광주시,37.34504833,127.177493
애견마트 용인점,반려동물용품,용인시,37.25703391,127.212724
애견미용삽,반려동물용품,광주시,37.41171312,127.253879
애견백화점,미용,수원시,37.28589522,127.015294
애견사랑,미용,김포시,37.64261168,126.67245
애견사랑,미용,용인시,37.27567425,127.11174
애견왕국,반려동물용품,하남시,37.51714962,127.145363
애견용품아울렛,반려동물용품,광주시,37.36974674,127.242145
애견용품창고형할인매장,반려동물용품,시흥시,37.35293409,126.741886
애견용품할인마트,반려동물용품,용인시,37.23115999,127.233848
애견종합병원,동물병원,용인시,37.23468026,127.198947
애견카페 똥강아지,카페,부천시,37.50307308,126.760862
애견카페레삐,카페,의정부시,37.74303547,127.046392
애견카페왈,카페,수원시,37.23856644,127.029939
애견카페왕,카페,남양주시,37.62767091,127.190996
애견하라,미용,고양시,37.66852143,126.773744
애견학당,반려동물용품,용인시,37.32620886,127.11832
애견회관,카페,안성시,37.01028271,127.274865
애니동물병원,동물병원,안산시,37.30658982,126.847271
애니멀 패밀리 반려견카페,카페,용인시,37.31255476,127.25051
애니멀라운지약국,동물약국,수원시,37.29635002,127.046954
애니멀케어,반려동물용품,부천시,37.51387933,126.776928
애니메드,반려동물용품,용인시,37.27723955,127.116496
애니몬다,반려동물용품,고양시,37.6814348,126.804008
애니몰,반려동물용품,광주시,37.35418854,127.163874
애니온동물병원,동물병원,시흥시,37.34671249,126.734631
애니웰 동물병원,동물병원,고양시,37.63969222,126.789982
애니존동물병원,동물병원,수원시,37.2676779,127.029225
애니케어동물병원,동물병원,구리시,37.58588359,127.147957
애니펫동물병원,동물병원,용인시,37.30802172,127.085283
애몽펫살롱,미용,김포시,37.65332676,126.68475
애완용품백화점,반려동물용품,성남시,37.44207392,127.13247
애완용품할인매장,반려동물용품,구리시,37.60538038,127.133623
애완용품할인매장,반려동물용품,하남시,37.53631298,127.207763
애정그루밍,미용,군포시,37.37223392,126.93752
애지중지,미용,이천시,37.28888275,127.453775
애키새,반려동물용품,수원시,37.30314585,127.008056
애플롯지펜션,펜션,가평군,37.70450215,127.448527
애플약국,동물약국,고양시,37.66336999,126.745621
애플펫 동물병원,동물병원,광주시,37.36003995,127.151817
앤드퍼피,펜션,양평군,37.58896614,127.584716
앤약국,동물약국,수원시,37.26494494,127.032684
앤프랑,미용,김포시,37.62040342,126.627055
앨리스동물병원(광명),동물병원,광명시,37.44694246,126.883348
앨리스애견호텔,반려동물용품,고양시,37.67039483,126.759714
앨리케익,반려동물용품,고양시,37.64565627,126.876201
야당동물병원,동물병원,파주시,37.71533379,126.760143
야미츄,반려동물용품,안산시,37.29306612,126.863139
야옹멍멍,반려동물용품,하남시,37.51555427,127.156325
야옹섬,반려동물용품,성남시,37.36430852,127.106768
야옹아 멍멍해봐 남양주 별내점,반려동물용품,남양주시,37.65020177,127.120627
야옹아멍멍아이리와,반려동물용품,남양주시,37.63782484,127.209312
야옹아멍멍해봐,반려동물용품,김포시,37.65464604,126.670272
야옹아멍멍해봐 김포점,반려동물용품,김포시,37.63400777,126.696368
야옹아멍멍해봐 동탄하나로점,반려동물용품,화성시,37.20817796,127.105652
야옹아멍멍해봐 부천점,반려동물용품,부천시,37.50780454,126.750082
야옹아멍멍해봐 수원대융건릉점,반려동물용품,화성시,37.20598254,126.989665
야옹아멍멍해봐 안성중앙점,반려동물용품,안성시,37.01420653,127.232324
야옹아멍멍해봐 오산점,미용,오산시,37.14203766,127.069638
야옹아멍멍해봐 용인명지대점,반려동물용품,용인시,37.22836504,127.188177
야옹아멍멍해봐 용인보정점,반려동물용품,용인시,37.31487943,127.109163
야옹아멍멍해봐 이천점,반려동물용품,이천시,37.28048169,127.448891
야탑그린약국,동물약국,성남시,37.41059727,127.128208
야탑서울동물병원,동물병원,성남시,37.41101836,127.137939
약국 오늘,동물약국,파주시,37.76487936,126.774526
약대종로약국,동물약국,부천시,37.5177645,126.770466
약사랑약국,동물약국,부천시,37.48950012,126.783598
약사랑온누리약국,동물약국,의왕시,37.35811823,126.96723
약손 온누리 약국,동물약국,안성시,37.00744317,127.271016
약손약국,동물약국,고양시,37.68523967,126.777237
약손약국,동물약국,부천시,37.48446852,126.783491
약초약국,동물약국,군포시,37.35664141,126.946797
양동동물약국,동물약국,양평군,37.42009341,127.753548
양동진동물병원,동물병원,양평군,37.48286208,127.591389
양벌약국,동물약국,광주시,37.37804626,127.255419
양수 하나로 약국,동물약국,양평군,37.54432874,127.319166
양수중앙약국,동물약국,양평군,37.54445681,127.318717
양주 온 동물병원,동물병원,양주시,37.81855299,127.094053
양주24시해든동물의료센터,동물병원,양주시,37.79492814,127.078146
양주동물병원,동물병원,양주시,37.83439959,126.976853
양주수약국,동물약국,양주시,37.7956286,127.081002
양주시립장욱진미술관,미술관,양주시,37.73281632,126.94925
양주시립회암사지박물관,박물관,양주시,37.84122644,127.102981
양주시문화예술회관,문예회관,양주시,37.81249969,126.972307
양주천만송이천일홍축제,여행지,양주시,37.7857988,127.081834
양주축협동물병원,동물병원,양주시,37.80609234,127.081924
양지공원,여행지,성남시,37.46246078,127.161511
양지조은약국,동물약국,용인시,37.23466758,127.282682
양지종합동물병원,동물병원,용인시,37.23356175,127.286721
양지현대약국,동물약국,용인시,37.23471109,127.284118
양평가축병원,동물병원,양평군,37.48832911,127.491896
양평곤충박물관,박물관,양평군,37.50920175,127.449186
양평군립미술관,미술관,양평군,37.49709935,127.483999
양평대박사료 양평대리점,반려동물용품,양평군,37.49190527,127.505807
양평동물약국,동물약국,양평군,37.5441241,127.319707
양평물소리길,여행지,양평군,37.51466953,127.437621
양평시장약국,동물약국,양평군,37.48917717,127.493099
양평아프리카문화예술박물관,박물관,양평군,37.50731557,127.616438
양평친환경농업박물관,박물관,양평군,37.54760517,127.581225
양평프라자온누리약국,동물약국,양평군,37.49040653,127.495179
양하무역산업동물병원,동물병원,안성시,37.04715058,127.440936
어강동물병원,동물병원,남양주시,37.63325287,127.204385
어니스트 동물병원,동물병원,성남시,37.3927962,127.076281
어바웃도그,미용,성남시,37.46930489,127.148365
어반도그,카페,의정부시,37.72638805,127.053457
어반펫,반려동물용품,김포시,37.64819371,126.682606
어반플레이스,카페,가평군,37.68824252,127.370404
어비계곡,여행지,가평군,37.59246445,127.501482
어서오세요 약국,동물약국,수원시,37.24516586,127.052486
어서오시개냥,펜션,포천시,38.04425399,127.374967
어서오시게,카페,평택시,37.05154471,127.048245
어서옵숑,반려동물용품,안양시,37.41485022,126.908612
어썸독,미용,파주시,37.72952202,126.73511
어썸독,미용,안양시,37.39606612,126.942933
어썸독,카페,용인시,37.34085758,127.177178
어울림공원,여행지,안산시,37.33303718,126.788688
어울림동물병원,동물병원,용인시,37.32918068,127.069292
어울림약국,동물약국,화성시,37.19902851,127.113161
어울림온누리,동물약국,고양시,37.65380701,126.837912
어정동물병원,동물병원,용인시,37.27494485,127.145577
어정메디칼약국,동물약국,용인시,37.27668329,127.144125
어질리티몰 남양주센터,반려동물용품,남양주시,37.5959222,127.204169
어피스오브케이크,반려동물용품,하남시,37.55580324,127.187768
언니네 애견카페,카페,수원시,37.27414734,127.052339
언제나 봄약국,동물약국,오산시,37.19079644,127.067334
언커먼,미용,구리시,37.60108635,127.135286
엄마약국,동물약국,부천시,37.48275935,126.809847
엄미술관,미술관,화성시,37.20553707,126.979381
엄지약국,동물약국,부천시,37.5041458,126.756707
에니멀클리닉컨설팅,동물병원,용인시,37.27429095,127.105489
에덴동물병원,동물병원,파주시,37.71211882,126.745845
에덴동물병원,동물병원,수원시,37.26965866,127.017282
에덴약국,동물약국,수원시,37.24934165,127.034023
에드독,반려동물용품,김포시,37.60744137,126.724314
에밀리펫,반려동물용품,파주시,37.80415843,126.744503
에버그린약국,동물약국,안산시,37.31230912,126.82771
에버랜드 동물병원,동물병원,용인시,37.2940667,127.202128
에버펫동물병원,동물병원,성남시,37.35076234,127.108309
에브리캣독,반려동물용품,안성시,36.99405241,127.181825
에비뉴몽,반려동물용품,김포시,37.63822473,126.677919
에스 클래스 동물병원,동물병원,수원시,37.28394176,127.056778
에스엠펫,반려동물용품,파주시,37.73782761,126.791117
에어펫,반려동물용품,안산시,37.30116375,126.813316
에이메디칼약국,동물약국,화성시,37.18265255,127.124694
에이미그루밍,미용,시흥시,37.44301505,126.792746
에이스 동물병원,동물병원,용인시,37.34036416,127.096587
에이스동물메디컬센터,동물병원,의정부시,37.74160489,127.051838
에이스애견미용학원,미용,의정부시,37.73362035,127.043767
에이스애견미용학원 부천점,미용,부천시,37.49011828,126.753423
에이스애견미용학원 일산점,미용,고양시,37.65257831,126.776384
에이스약국,동물약국,의정부시,37.75055893,127.041761
에이치디씨,반려동물용품,안성시,37.06717252,127.427978
에이치샵,반려동물용품,부천시,37.50126977,126.777251
에이치원프라자약국,동물약국,화성시,37.20106311,127.071361
에이프릴펫,미용,부천시,37.49383547,126.742901
에이플러스약국,동물약국,수원시,37.24632814,127.060387
에코노블,반려동물용품,부천시,37.49946601,126.788001
에코월드,반려동물용품,남양주시,37.577634,127.226805
에코피아,펜션,가평군,37.98425203,127.439108
에쿠스종합동물병원,동물병원,평택시,37.01911297,127.131929
엔돌펫,반려동물용품,시흥시,37.3696603,126.726545
엔와이케이 수원점,반려동물용품,수원시,37.29660087,127.012523
엔젤동물병원,동물병원,성남시,37.35112537,127.106815
엔젤펫,위탁관리,양주시,37.79133378,126.997236
엔젤펫,미용,안양시,37.39766408,126.936739
엔젤펫그루밍,반려동물용품,고양시,37.66430797,126.745315
엔조이펫,반려동물용품,광주시,37.42745603,127.242069
엔케어동물의료센터,동물병원,평택시,37.00359837,127.130534
엔터펫,반려동물용품,남양주시,37.67894847,127.16321
엘동물병원,동물병원,의왕시,37.35068256,126.97319
엘레강스펫샵,미용,의왕시,37.39567362,126.9834
엘림동물병원,동물병원,부천시,37.52029871,126.795499
엘림온누리약국,동물약국,화성시,37.16655332,127.107281
엘메디칼약국,동물약국,수원시,37.28708761,127.057781
엘약국,동물약국,용인시,37.32292089,127.076673
엘지온누리약국,동물약국,군포시,37.34673578,126.956267
엘지청룡약국,동물약국,안양시,37.43052697,126.901481
엠메디칼약국,동물약국,시흥시,37.36981801,126.730011
엠블럭 카페,카페,가평군,37.75958602,127.361357
엠아르 카페,카페,남양주시,37.65028508,127.368814
엠펫,반려동물용품,평택시,37.05597989,126.927196
여기요펫샵 광탄점,반려동물용품,파주시,37.77995557,126.849285
여니약국,동물약국,시흥시,37.34429339,126.74324
여름잇,반려동물용품,광주시,37.39702138,127.29198
여명약국,동물약국,성남시,37.45081526,127.159145
여성생활사박물관,박물관,여주시,37.24252504,127.708143
여울약국,동물약국,화성시,37.19638256,127.090184
여주 태평양 약국,동물약국,여주시,37.29748716,127.633004
여주동물약국,동물약국,여주시,37.2947667,127.640841
여주미술관,미술관,여주시,37.26479451,127.637196
여주박물관,박물관,여주시,37.29965313,127.653379
여주세계생활도자관,미술관,여주시,37.30014504,127.654546
여주시립폰박물관,박물관,여주시,37.29306214,127.666904
여천온누리약국,동물약국,파주시,37.76389885,126.773826
역곡나무약국,동물약국,부천시,37.4845646,126.813346
역곡약국,동물약국,부천시,37.48632438,126.811602
역곡큰약국,동물약국,부천시,37.48469512,126.811907
역전약국,동물약국,수원시,37.26815275,127.000312
연꽃테마파크,여행지,시흥시,37.4007007,126.808403
연두 동물병원,동물병원,수원시,37.27629658,126.937096
연두약국,동물약국,안산시,37.33479783,126.846514
연무약국,동물약국,수원시,37.29413737,127.025737
연분홍약국,동물약국,남양주시,37.65238499,127.297013
연성애견,반려동물용품,시흥시,37.37820873,126.78308
연성중앙약국,동물약국,시흥시,37.37748528,126.784694
연세1번약국,동물약국,용인시,37.26967301,127.151281
연세그린약국,동물약국,김포시,37.63622635,126.642772
연세소망약국,동물약국,용인시,37.267408,127.153155
연세수약국,동물약국,안산시,37.31774353,126.837722
연세약국,동물약국,고양시,37.66712434,126.765472
연세약국,동물약국,남양주시,37.64740354,127.304094
연세약국,동물약국,성남시,37.44073007,127.132218
연세으뜸약국,동물약국,성남시,37.46694478,127.140098
연세태산약국,동물약국,수원시,37.25026615,126.977872
연세하나약국,동물약국,시흥시,37.35034692,126.735943
